datetime,city,state,latitude,longitude,aqi,temp,humidity,PM2.5,PM10,NO2,OZONE,CO,SO2,NH3
2025-08-17 19:22:07,Bangalore,Karnataka,12.9716,77.5946,20,13.6,79.3,19.1,27.1,10.2,3.9,3.1,1.0,1.0
2025-08-17 20:22:07,Bangalore,Karnataka,12.9716,77.5946,20,16.4,78.5,15.2,21.7,6.1,4.5,1.0,4.6,1.0
2025-08-17 21:22:07,Bangalore,Karnataka,12.9716,77.5946,20,18.0,85.6,10.0,20.0,5.0,5.9,2.2,5.4,1.0
2025-08-17 22:22:07,Bangalore,Karnataka,12.9716,77.5946,35,16.1,79.0,18.3,40.3,12.9,6.5,1.8,3.3,3.2
2025-08-17 23:22:07,Bangalore,Karnataka,12.9716,77.5946,41,16.6,82.2,25.2,50.6,10.8,8.6,3.7,7.4,3.5
2025-08-18 00:22:07,Bangalore,Karnataka,12.9716,77.5946,43,18.6,78.3,39.9,62.9,15.9,5.7,4.7,9.3,5.3
2025-08-18 01:22:07,Bangalore,Karnataka,12.9716,77.5946,23,23.3,68.4,13.4,20.0,6.9,4.9,4.0,4.7,1.1
2025-08-18 02:22:07,Bangalore,Karnataka,12.9716,77.5946,33,23.9,65.9,22.1,25.2,14.2,7.7,2.7,2.7,2.4
2025-08-18 03:22:07,Bangalore,Karnataka,12.9716,77.5946,76,27.6,51.6,55.0,104.1,25.2,17.8,7.4,11.8,8.2
2025-08-18 04:22:07,Bangalore,Karnataka,12.9716,77.5946,42,29.5,56.5,35.2,62.6,14.2,8.5,5.6,5.8,3.8
2025-08-18 05:22:07,Bangalore,Karnataka,12.9716,77.5946,57,32.3,47.3,47.3,54.8,21.1,8.6,7.3,9.2,6.6
2025-08-18 06:22:07,Bangalore,Karnataka,12.9716,77.5946,80,35.1,38.0,66.5,94.1,23.1,14.0,9.4,11.2,9.1
2025-08-18 07:22:07,Bangalore,Karnataka,12.9716,77.5946,47,34.0,46.5,41.0,55.0,11.0,7.9,2.9,4.5,3.1
2025-08-18 08:22:07,Bangalore,Karnataka,12.9716,77.5946,90,33.4,36.0,80.1,100.8,22.6,18.6,8.8,13.9,7.4
2025-08-18 09:22:07,Bangalore,Karnataka,12.9716,77.5946,79,35.0,32.3,64.8,82.6,22.2,16.2,7.8,10.5,6.8
2025-08-18 10:22:07,Bangalore,Karnataka,12.9716,77.5946,62,36.1,47.8,52.8,74.9,16.3,10.6,6.9,12.1,5.7
2025-08-18 11:22:07,Bangalore,Karnataka,12.9716,77.5946,56,30.1,51.0,53.0,59.5,16.9,12.8,7.1,8.0,4.2
2025-08-18 12:22:07,Bangalore,Karnataka,12.9716,77.5946,74,30.8,46.7,56.6,75.4,17.5,17.3,8.4,13.0,6.7
2025-08-18 13:22:07,Bangalore,Karnataka,12.9716,77.5946,57,30.3,56.7,43.7,62.8,20.7,9.1,6.7,8.3,6.9
2025-08-18 14:22:07,Bangalore,Karnataka,12.9716,77.5946,63,27.8,58.5,40.5,89.5,14.8,14.1,6.6,10.4,8.1
2025-08-18 15:22:07,Bangalore,Karnataka,12.9716,77.5946,51,19.7,56.3,33.3,65.0,17.9,7.5,5.8,6.9,3.2
2025-08-18 16:22:07,Bangalore,Karnataka,12.9716,77.5946,63,17.7,60.4,58.7,68.4,23.4,14.1,6.8,8.7,5.4
2025-08-18 17:22:07,Bangalore,Karnataka,12.9716,77.5946,22,15.6,73.6,10.8,24.8,5.0,6.4,1.0,4.2,3.9
2025-08-18 18:22:07,Bangalore,Karnataka,12.9716,77.5946,20,18.8,87.1,24.6,20.0,10.9,3.1,3.5,3.1,1.0
2025-08-18 19:22:07,Bangalore,Karnataka,12.9716,77.5946,20,18.1,83.4,22.4,20.0,5.0,4.1,2.3,5.0,2.7
2025-08-18 20:22:07,Bangalore,Karnataka,12.9716,77.5946,20,17.6,72.4,10.0,35.2,5.0,4.2,1.0,1.0,2.7
2025-08-18 21:22:07,Bangalore,Karnataka,12.9716,77.5946,29,14.2,83.9,23.7,41.1,5.3,8.4,3.6,7.2,1.3
2025-08-18 22:22:07,Bangalore,Karnataka,12.9716,77.5946,37,15.3,67.4,34.5,31.4,11.6,10.4,4.5,7.9,2.3
2025-08-18 23:22:07,Bangalore,Karnataka,12.9716,77.5946,20,16.8,68.1,18.5,20.0,8.2,5.7,3.0,3.7,1.7
2025-08-19 00:22:07,Bangalore,Karnataka,12.9716,77.5946,59,20.8,72.7,42.9,83.7,16.6,12.5,4.0,7.8,4.3
2025-08-19 01:22:07,Bangalore,Karnataka,12.9716,77.5946,48,21.0,57.8,31.6,43.4,13.4,11.2,5.2,5.7,3.2
2025-08-19 02:22:07,Bangalore,Karnataka,12.9716,77.5946,60,22.6,58.6,55.8,82.9,15.6,10.2,5.7,9.0,4.4
2025-08-19 03:22:07,Bangalore,Karnataka,12.9716,77.5946,74,28.7,49.3,61.6,84.5,24.0,13.1,8.8,12.5,6.6
2025-08-19 04:22:07,Bangalore,Karnataka,12.9716,77.5946,72,31.6,56.1,58.3,89.6,22.2,16.5,6.7,11.9,7.8
2025-08-19 05:22:07,Bangalore,Karnataka,12.9716,77.5946,60,34.4,38.3,44.7,57.6,16.7,14.3,6.4,6.7,4.5
2025-08-19 06:22:07,Bangalore,Karnataka,12.9716,77.5946,81,35.8,41.9,73.7,104.7,25.9,15.1,6.3,9.4,6.2
2025-08-19 07:22:07,Bangalore,Karnataka,12.9716,77.5946,67,37.0,38.6,59.0,85.3,20.8,15.9,7.1,7.5,8.4
2025-08-19 08:22:07,Bangalore,Karnataka,12.9716,77.5946,85,36.6,38.3,74.3,115.7,24.3,17.0,10.0,13.7,10.3
2025-08-19 09:22:07,Bangalore,Karnataka,12.9716,77.5946,83,35.0,34.8,62.3,86.5,28.2,15.2,10.1,14.6,10.0
2025-08-19 10:22:07,Bangalore,Karnataka,12.9716,77.5946,55,30.8,35.4,35.2,64.3,19.5,10.3,6.5,9.8,6.2
2025-08-19 11:22:07,Bangalore,Karnataka,12.9716,77.5946,40,33.5,37.4,33.9,48.4,13.9,8.8,2.5,4.6,5.5
2025-08-19 12:22:07,Bangalore,Karnataka,12.9716,77.5946,74,29.8,49.1,50.9,101.6,19.3,17.0,7.2,9.6,9.2
2025-08-19 13:22:07,Bangalore,Karnataka,12.9716,77.5946,40,29.3,48.5,27.1,36.8,8.0,6.1,2.9,4.5,4.9
2025-08-19 14:22:07,Bangalore,Karnataka,12.9716,77.5946,43,26.1,67.1,30.5,56.3,10.3,6.4,3.9,8.2,5.2
2025-08-19 15:22:07,Bangalore,Karnataka,12.9716,77.5946,63,22.5,72.6,44.0,63.7,14.7,10.4,4.9,7.0,4.8
2025-08-19 16:22:07,Bangalore,Karnataka,12.9716,77.5946,64,19.8,79.4,60.1,90.2,17.7,10.7,7.9,11.9,8.2
2025-08-19 17:22:07,Bangalore,Karnataka,12.9716,77.5946,25,19.4,74.3,16.2,41.0,5.9,5.7,1.2,6.6,1.4
2025-08-19 18:22:07,Bangalore,Karnataka,12.9716,77.5946,20,15.1,76.5,16.2,33.2,10.5,6.8,2.9,3.8,1.0
2025-08-19 19:22:07,Bangalore,Karnataka,12.9716,77.5946,55,15.7,89.0,41.5,59.6,20.8,11.2,4.9,7.6,4.4
2025-08-19 20:22:07,Bangalore,Karnataka,12.9716,77.5946,38,14.4,84.9,39.7,57.6,10.5,10.4,4.6,4.6,5.1
2025-08-19 21:22:07,Bangalore,Karnataka,12.9716,77.5946,28,16.6,87.5,23.7,39.2,6.4,5.7,2.2,4.5,4.2
2025-08-19 22:22:07,Bangalore,Karnataka,12.9716,77.5946,40,17.7,71.4,34.5,49.7,11.3,9.7,2.8,7.4,4.6
2025-08-19 23:22:07,Bangalore,Karnataka,12.9716,77.5946,39,18.2,70.5,26.0,56.9,11.8,10.7,2.7,3.2,2.6
2025-08-20 00:22:07,Bangalore,Karnataka,12.9716,77.5946,49,19.5,74.3,37.0,63.8,17.2,8.1,5.3,5.8,3.2
2025-08-20 01:22:07,Bangalore,Karnataka,12.9716,77.5946,37,19.9,69.8,26.5,36.9,6.2,7.4,3.4,3.7,3.4
2025-08-20 02:22:07,Bangalore,Karnataka,12.9716,77.5946,38,27.2,55.3,21.6,45.4,9.1,9.4,4.1,5.9,2.5
2025-08-20 03:22:07,Bangalore,Karnataka,12.9716,77.5946,55,28.7,59.6,37.3,76.0,14.5,9.0,5.9,5.8,7.2
2025-08-20 04:22:07,Bangalore,Karnataka,12.9716,77.5946,33,31.1,52.4,27.2,39.5,5.2,4.0,2.1,7.0,1.7
2025-08-20 05:22:07,Bangalore,Karnataka,12.9716,77.5946,80,31.7,54.6,67.2,89.5,19.8,17.4,7.6,13.3,6.8
2025-08-20 06:22:07,Bangalore,Karnataka,12.9716,77.5946,80,34.6,32.8,57.3,103.2,22.2,15.0,8.6,14.6,8.4
2025-08-20 07:22:07,Bangalore,Karnataka,12.9716,77.5946,76,34.4,37.9,56.8,97.6,22.1,12.8,9.0,12.6,6.5
2025-08-20 08:22:07,Bangalore,Karnataka,12.9716,77.5946,72,37.7,47.7,60.5,97.3,24.9,16.1,6.0,10.3,5.6
2025-08-20 09:22:07,Bangalore,Karnataka,12.9716,77.5946,43,31.8,50.5,43.7,60.7,10.8,11.5,2.8,7.4,3.6
2025-08-20 10:22:07,Bangalore,Karnataka,12.9716,77.5946,52,34.6,37.4,49.4,50.9,18.0,10.3,7.2,6.6,7.1
2025-08-20 11:22:07,Bangalore,Karnataka,12.9716,77.5946,74,30.8,41.8,51.5,82.2,26.6,14.6,8.6,9.5,6.7
2025-08-20 12:22:07,Bangalore,Karnataka,12.9716,77.5946,49,28.3,54.5,36.2,46.5,10.4,7.7,6.7,5.0,3.9
2025-08-20 13:22:07,Bangalore,Karnataka,12.9716,77.5946,70,30.0,57.6,59.2,90.7,21.6,13.1,8.4,13.3,7.8
2025-08-20 14:22:07,Bangalore,Karnataka,12.9716,77.5946,39,27.4,57.3,31.3,43.7,7.3,4.9,5.2,3.6,5.1
2025-08-20 15:22:07,Bangalore,Karnataka,12.9716,77.5946,39,19.9,74.1,23.8,38.1,7.5,10.4,4.2,5.1,3.1
2025-08-20 16:22:07,Bangalore,Karnataka,12.9716,77.5946,20,19.4,72.9,22.1,28.4,5.0,6.6,2.4,2.4,1.4
2025-08-20 17:22:07,Bangalore,Karnataka,12.9716,77.5946,20,19.4,72.8,22.5,20.0,9.6,3.6,2.7,4.4,1.8
2025-08-20 18:22:07,Bangalore,Karnataka,12.9716,77.5946,22,19.1,72.3,19.9,20.0,10.9,3.1,3.1,4.6,1.7
2025-08-20 19:22:07,Bangalore,Karnataka,12.9716,77.5946,20,15.6,75.3,20.7,20.0,9.0,2.9,3.1,2.5,3.9
2025-08-20 20:22:07,Bangalore,Karnataka,12.9716,77.5946,51,12.5,86.3,38.6,60.2,13.2,7.6,6.4,5.5,3.3
2025-08-20 21:22:07,Bangalore,Karnataka,12.9716,77.5946,20,17.7,82.1,22.0,34.5,10.0,3.9,1.6,1.4,1.5
2025-08-20 22:22:07,Bangalore,Karnataka,12.9716,77.5946,20,16.4,76.2,13.6,20.0,5.0,2.6,3.7,3.3,1.3
2025-08-20 23:22:07,Bangalore,Karnataka,12.9716,77.5946,38,20.0,78.4,29.7,48.1,9.8,6.7,2.0,4.9,3.2
2025-08-21 00:22:07,Bangalore,Karnataka,12.9716,77.5946,49,19.2,75.9,38.4,70.4,18.8,6.8,4.9,7.9,4.0
2025-08-21 01:22:07,Bangalore,Karnataka,12.9716,77.5946,43,24.9,65.2,29.7,60.9,14.7,6.3,2.8,8.4,5.5
2025-08-21 02:22:07,Bangalore,Karnataka,12.9716,77.5946,30,25.1,57.1,32.4,28.3,5.0,7.9,3.0,6.1,1.1
2025-08-21 03:22:07,Bangalore,Karnataka,12.9716,77.5946,72,28.5,48.0,64.7,77.1,22.7,15.4,8.7,8.0,7.4
2025-08-21 04:22:07,Bangalore,Karnataka,12.9716,77.5946,54,32.8,57.2,34.4,55.4,17.0,9.7,6.2,7.3,5.7
2025-08-21 05:22:07,Bangalore,Karnataka,12.9716,77.5946,67,33.8,46.3,57.2,89.6,15.8,13.0,4.8,8.8,5.1
2025-08-21 06:22:07,Bangalore,Karnataka,12.9716,77.5946,53,30.9,43.6,47.8,58.9,20.4,9.6,6.2,5.7,7.2
2025-08-21 07:22:07,Bangalore,Karnataka,12.9716,77.5946,51,36.8,45.1,40.9,69.2,20.2,11.4,3.5,7.3,3.4
2025-08-21 08:22:07,Bangalore,Karnataka,12.9716,77.5946,83,37.4,36.7,62.4,93.1,24.6,19.0,6.7,10.0,6.3
2025-08-21 09:22:07,Bangalore,Karnataka,12.9716,77.5946,83,33.7,46.1,61.1,114.1,26.3,19.4,8.4,15.1,7.6
2025-08-21 10:22:07,Bangalore,Karnataka,12.9716,77.5946,65,30.8,48.0,60.7,63.9,17.2,13.2,6.0,8.9,7.4
2025-08-21 11:22:07,Bangalore,Karnataka,12.9716,77.5946,49,32.1,52.2,29.7,58.0,14.2,10.7,3.6,4.4,4.8
2025-08-21 12:22:07,Bangalore,Karnataka,12.9716,77.5946,65,32.1,40.6,49.8,73.1,18.2,10.6,4.6,11.5,7.4
2025-08-21 13:22:07,Bangalore,Karnataka,12.9716,77.5946,76,30.3,52.7,55.5,95.9,19.4,14.3,7.0,13.6,6.9
2025-08-21 14:22:07,Bangalore,Karnataka,12.9716,77.5946,60,27.2,66.1,42.6,69.9,14.5,11.0,7.2,9.4,4.5
2025-08-21 15:22:07,Bangalore,Karnataka,12.9716,77.5946,52,21.3,59.9,36.6,50.5,15.3,8.0,4.4,9.7,3.7
2025-08-21 16:22:07,Bangalore,Karnataka,12.9716,77.5946,25,17.9,78.7,15.4,42.9,5.0,7.6,2.0,6.4,2.7
2025-08-21 17:22:07,Bangalore,Karnataka,12.9716,77.5946,35,17.0,75.9,34.7,50.4,7.1,7.8,5.5,3.2,4.3
2025-08-21 18:22:07,Bangalore,Karnataka,12.9716,77.5946,24,16.1,72.9,28.2,20.0,11.9,2.5,2.5,4.7,1.0
2025-08-21 19:22:07,Bangalore,Karnataka,12.9716,77.5946,20,14.0,84.1,15.1,35.4,5.0,5.6,3.7,3.9,1.9
2025-08-21 20:22:07,Bangalore,Karnataka,12.9716,77.5946,20,17.4,75.3,22.4,21.0,5.0,2.9,3.9,5.1,2.7
2025-08-21 21:22:07,Bangalore,Karnataka,12.9716,77.5946,28,12.9,82.8,15.4,22.5,6.1,7.9,4.2,7.2,1.2
2025-08-21 22:22:07,Bangalore,Karnataka,12.9716,77.5946,20,19.2,70.8,25.4,20.0,5.0,2.1,1.1,1.0,1.9
2025-08-21 23:22:07,Bangalore,Karnataka,12.9716,77.5946,35,16.2,64.9,18.5,34.8,13.6,8.9,3.9,2.7,4.7
2025-08-22 00:22:07,Bangalore,Karnataka,12.9716,77.5946,28,18.2,74.8,25.3,42.3,9.9,7.6,2.6,5.0,3.1
2025-08-22 01:22:07,Bangalore,Karnataka,12.9716,77.5946,28,23.5,61.1,20.5,33.6,9.6,5.8,2.9,4.4,4.2
2025-08-22 02:22:07,Bangalore,Karnataka,12.9716,77.5946,46,24.9,55.9,45.5,68.3,9.9,6.2,4.3,5.2,4.8
2025-08-22 03:22:07,Bangalore,Karnataka,12.9716,77.5946,46,27.5,61.4,38.3,40.6,11.9,8.9,5.5,8.2,3.5
2025-08-22 04:22:07,Bangalore,Karnataka,12.9716,77.5946,50,28.6,51.0,45.7,54.8,12.4,8.4,3.7,9.1,6.5
2025-08-22 05:22:07,Bangalore,Karnataka,12.9716,77.5946,43,29.1,50.0,36.2,50.7,17.0,5.9,2.7,8.4,4.5
2025-08-22 06:22:07,Bangalore,Karnataka,12.9716,77.5946,74,34.3,52.5,64.9,102.0,21.1,15.6,6.2,12.5,7.0
2025-08-22 07:22:07,Bangalore,Karnataka,12.9716,77.5946,43,32.7,47.6,35.4,66.5,14.5,9.6,3.6,6.7,4.6
2025-08-22 08:22:07,Bangalore,Karnataka,12.9716,77.5946,44,34.8,49.5,30.8,54.5,9.3,10.7,2.8,8.7,3.6
2025-08-22 09:22:07,Bangalore,Karnataka,12.9716,77.5946,77,35.7,37.2,56.8,102.0,24.4,16.5,6.5,13.8,6.1
2025-08-22 10:22:07,Bangalore,Karnataka,12.9716,77.5946,80,32.0,50.1,66.8,93.7,20.8,13.8,6.7,11.4,6.5
2025-08-22 11:22:07,Bangalore,Karnataka,12.9716,77.5946,79,30.8,39.6,61.5,101.7,27.3,15.6,7.4,14.2,8.1
2025-08-22 12:22:07,Bangalore,Karnataka,12.9716,77.5946,77,32.5,40.0,63.1,100.1,28.0,13.8,7.1,14.0,9.3
2025-08-22 13:22:07,Bangalore,Karnataka,12.9716,77.5946,30,25.5,60.4,33.4,32.9,12.0,8.1,1.0,6.5,3.6
2025-08-22 14:22:07,Bangalore,Karnataka,12.9716,77.5946,33,27.9,58.1,28.3,52.5,11.7,7.1,3.3,3.1,2.0
2025-08-22 15:22:07,Bangalore,Karnataka,12.9716,77.5946,65,24.5,64.3,45.2,63.7,23.2,11.8,8.1,7.2,6.4
2025-08-22 16:22:07,Bangalore,Karnataka,12.9716,77.5946,40,21.2,79.7,40.7,60.2,15.7,7.5,5.8,6.3,5.5
2025-08-22 17:22:07,Bangalore,Karnataka,12.9716,77.5946,61,17.7,76.5,50.6,83.4,17.4,13.2,7.6,6.4,8.0
2025-08-22 18:22:07,Bangalore,Karnataka,12.9716,77.5946,20,15.6,84.9,25.2,22.9,5.0,6.5,3.1,1.9,1.0
2025-08-22 19:22:07,Bangalore,Karnataka,12.9716,77.5946,20,13.2,78.6,12.2,20.0,5.5,4.5,1.1,1.9,2.6
2025-08-22 20:22:07,Bangalore,Karnataka,12.9716,77.5946,47,13.4,87.7,43.6,65.9,12.0,11.8,6.6,10.0,5.1
2025-08-22 21:22:07,Bangalore,Karnataka,12.9716,77.5946,33,15.8,86.7,26.1,34.3,13.0,7.4,4.3,4.7,4.9
2025-08-22 22:22:07,Bangalore,Karnataka,12.9716,77.5946,45,18.2,82.7,45.0,60.8,16.6,11.6,4.6,6.3,3.8
2025-08-22 23:22:07,Bangalore,Karnataka,12.9716,77.5946,20,20.1,76.4,18.6,28.8,6.8,1.3,2.7,5.0,2.6
2025-08-23 00:22:07,Bangalore,Karnataka,12.9716,77.5946,24,18.2,61.7,13.6,33.1,11.2,2.4,3.7,3.2,3.8
2025-08-23 01:22:07,Bangalore,Karnataka,12.9716,77.5946,61,22.8,62.6,44.9,77.7,16.6,13.8,7.1,9.1,4.3
2025-08-23 02:22:07,Bangalore,Karnataka,12.9716,77.5946,74,24.3,55.8,52.6,80.1,22.5,14.4,8.8,8.1,5.9
2025-08-23 03:22:07,Bangalore,Karnataka,12.9716,77.5946,69,24.8,56.9,62.9,77.9,21.3,10.8,6.0,8.5,7.3
2025-08-23 04:22:07,Bangalore,Karnataka,12.9716,77.5946,72,27.8,47.0,51.4,98.5,23.8,12.5,6.8,7.8,7.0
2025-08-23 05:22:07,Bangalore,Karnataka,12.9716,77.5946,75,29.2,42.1,52.5,75.8,22.0,12.4,9.3,10.4,9.4
2025-08-23 06:22:07,Bangalore,Karnataka,12.9716,77.5946,45,33.0,39.4,35.8,51.9,10.8,7.9,4.0,7.3,2.9
2025-08-23 07:22:07,Bangalore,Karnataka,12.9716,77.5946,54,33.6,42.6,36.5,54.8,14.7,12.8,6.9,6.2,7.1
2025-08-23 08:22:07,Bangalore,Karnataka,12.9716,77.5946,62,34.4,38.4,48.3,78.5,22.3,14.4,6.5,11.5,5.1
2025-08-23 09:22:07,Bangalore,Karnataka,12.9716,77.5946,50,31.7,47.0,33.8,67.8,14.8,10.2,4.2,7.1,6.2
2025-08-23 10:22:07,Bangalore,Karnataka,12.9716,77.5946,74,34.2,47.6,59.1,88.7,17.3,15.9,8.6,13.3,6.0
2025-08-23 11:22:07,Bangalore,Karnataka,12.9716,77.5946,52,32.8,44.5,31.6,65.4,11.1,11.2,3.8,7.1,5.1
2025-08-23 12:22:07,Bangalore,Karnataka,12.9716,77.5946,34,28.2,52.4,27.3,54.0,7.5,8.6,2.0,5.8,3.7
2025-08-23 13:22:07,Bangalore,Karnataka,12.9716,77.5946,67,29.5,48.1,50.7,77.9,17.9,11.2,7.4,12.3,7.3
2025-08-23 14:22:07,Bangalore,Karnataka,12.9716,77.5946,48,24.9,52.7,34.2,44.4,15.2,8.3,6.6,9.3,4.4
2025-08-23 15:22:07,Bangalore,Karnataka,12.9716,77.5946,42,23.5,68.0,27.4,60.6,14.5,9.0,3.7,6.1,2.3
2025-08-23 16:22:07,Bangalore,Karnataka,12.9716,77.5946,60,21.8,70.8,55.4,77.3,17.7,9.6,7.2,9.1,4.6
2025-08-23 17:22:07,Bangalore,Karnataka,12.9716,77.5946,61,20.7,66.4,43.3,64.6,19.9,10.0,7.9,6.7,5.3
2025-08-23 18:22:07,Bangalore,Karnataka,12.9716,77.5946,33,14.0,72.9,33.1,38.0,9.3,8.3,1.7,4.5,3.4
2025-08-23 19:22:07,Bangalore,Karnataka,12.9716,77.5946,23,17.7,89.0,21.9,42.3,5.0,2.0,1.0,2.7,1.0
2025-08-23 20:22:07,Bangalore,Karnataka,12.9716,77.5946,20,12.2,82.0,24.1,20.0,10.7,4.6,3.5,3.8,3.0
2025-08-23 21:22:07,Bangalore,Karnataka,12.9716,77.5946,33,13.1,76.0,17.2,32.7,14.8,8.7,4.6,6.5,1.5
2025-08-23 22:22:07,Bangalore,Karnataka,12.9716,77.5946,49,18.9,77.0,30.4,64.2,13.5,8.3,5.1,5.2,4.1
2025-08-23 23:22:07,Bangalore,Karnataka,12.9716,77.5946,25,15.6,69.1,24.6,31.7,12.1,2.6,3.3,5.7,3.7
2025-08-24 00:22:07,Bangalore,Karnataka,12.9716,77.5946,45,21.7,65.1,35.1,46.7,17.7,8.6,2.9,5.8,3.0
2025-08-24 01:22:07,Bangalore,Karnataka,12.9716,77.5946,53,24.8,55.6,45.3,71.7,14.7,12.6,3.6,9.9,5.9
2025-08-24 02:22:07,Bangalore,Karnataka,12.9716,77.5946,46,23.5,66.4,44.8,48.5,15.9,8.8,5.8,6.1,4.0
2025-08-24 03:22:07,Bangalore,Karnataka,12.9716,77.5946,56,28.4,51.5,51.3,56.2,20.7,9.8,5.8,10.0,4.2
2025-08-24 04:22:07,Bangalore,Karnataka,12.9716,77.5946,81,31.9,55.7,72.4,109.4,21.7,14.9,6.6,11.4,9.0
2025-08-24 05:22:07,Bangalore,Karnataka,12.9716,77.5946,73,34.5,43.7,53.5,95.4,23.7,13.5,8.2,9.6,8.7
2025-08-24 06:22:07,Bangalore,Karnataka,12.9716,77.5946,72,31.4,43.7,55.5,95.5,22.7,14.0,7.6,9.4,5.3
2025-08-24 07:22:07,Bangalore,Karnataka,12.9716,77.5946,88,33.8,35.7,78.3,113.7,27.2,15.4,9.2,16.0,8.9
2025-08-24 08:22:07,Bangalore,Karnataka,12.9716,77.5946,88,32.2,48.2,65.9,106.5,25.6,17.3,9.0,10.2,10.1
2025-08-24 09:22:07,Bangalore,Karnataka,12.9716,77.5946,75,32.3,40.0,69.6,82.8,23.2,14.2,7.1,11.1,7.1
2025-08-24 10:22:07,Bangalore,Karnataka,12.9716,77.5946,48,36.0,48.5,34.6,50.9,10.0,12.1,5.5,6.8,4.8
2025-08-24 11:22:07,Bangalore,Karnataka,12.9716,77.5946,52,31.5,39.7,39.5,65.0,16.8,11.5,4.0,5.3,6.2
2025-08-24 12:22:07,Bangalore,Karnataka,12.9716,77.5946,67,27.1,52.9,51.4,89.1,18.8,13.9,6.1,9.2,5.9
2025-08-24 13:22:07,Bangalore,Karnataka,12.9716,77.5946,49,25.1,64.0,39.2,72.7,12.7,9.9,6.8,8.3,3.8
2025-08-24 14:22:07,Bangalore,Karnataka,12.9716,77.5946,45,25.0,65.3,31.1,55.1,17.7,6.5,5.2,9.0,3.0
2025-08-24 15:22:07,Bangalore,Karnataka,12.9716,77.5946,58,20.4,67.2,42.0,60.2,16.9,8.9,5.6,9.8,5.7
2025-08-24 16:22:07,Bangalore,Karnataka,12.9716,77.5946,20,17.2,78.0,20.8,29.0,10.0,2.5,1.2,1.0,1.0
2025-08-24 17:22:07,Bangalore,Karnataka,12.9716,77.5946,36,18.6,79.0,20.2,32.7,11.1,5.0,2.0,6.9,3.7
2025-08-24 18:22:07,Bangalore,Karnataka,12.9716,77.5946,40,18.8,78.2,31.8,52.1,15.0,6.1,2.1,3.5,3.5
2025-08-24 19:22:07,Bangalore,Karnataka,12.9716,77.5946,52,17.2,70.1,47.3,74.1,18.7,9.4,6.4,10.0,5.3
2025-08-24 20:22:07,Bangalore,Karnataka,12.9716,77.5946,52,13.3,78.1,50.3,73.7,18.0,11.9,6.8,5.1,6.5
2025-08-24 21:22:07,Bangalore,Karnataka,12.9716,77.5946,44,13.8,77.0,37.4,62.3,8.4,8.4,4.4,7.2,5.4
2025-08-24 22:22:07,Bangalore,Karnataka,12.9716,77.5946,20,18.2,68.5,19.7,30.9,7.8,4.6,2.5,1.6,3.2
2025-08-24 23:22:07,Bangalore,Karnataka,12.9716,77.5946,20,19.7,81.5,18.7,27.2,5.0,6.8,2.4,2.1,2.1
2025-08-25 00:22:07,Bangalore,Karnataka,12.9716,77.5946,57,20.7,61.6,43.5,70.9,22.0,9.4,5.6,5.9,4.4
2025-08-25 01:22:07,Bangalore,Karnataka,12.9716,77.5946,27,19.9,71.3,27.3,32.7,6.0,5.5,4.5,4.7,1.0
2025-08-25 02:22:07,Bangalore,Karnataka,12.9716,77.5946,41,26.3,51.7,39.4,61.8,16.9,6.9,5.9,5.5,5.8
2025-08-25 03:22:07,Bangalore,Karnataka,12.9716,77.5946,68,27.8,59.3,57.9,79.9,22.9,12.1,5.8,12.9,5.1
2025-08-25 04:22:07,Bangalore,Karnataka,12.9716,77.5946,82,30.6,50.4,74.3,102.6,27.0,17.6,8.4,13.5,7.4
2025-08-25 05:22:07,Bangalore,Karnataka,12.9716,77.5946,80,30.9,40.8,59.1,97.7,19.7,13.6,9.4,10.9,9.8
2025-08-25 06:22:07,Bangalore,Karnataka,12.9716,77.5946,44,32.7,35.6,34.4,47.5,16.1,8.0,3.6,6.7,6.2
2025-08-25 07:22:07,Bangalore,Karnataka,12.9716,77.5946,48,37.4,47.6,32.1,44.2,10.5,8.9,3.5,7.3,3.8
2025-08-25 08:22:07,Bangalore,Karnataka,12.9716,77.5946,73,32.6,45.9,53.4,88.0,18.0,16.4,5.6,11.3,6.9
2025-08-25 09:22:07,Bangalore,Karnataka,12.9716,77.5946,46,36.1,39.3,35.2,67.9,10.7,12.0,5.5,5.4,6.6
2025-08-25 10:22:07,Bangalore,Karnataka,12.9716,77.5946,40,35.5,41.3,25.3,45.1,11.7,9.2,4.4,6.8,2.5
2025-08-25 11:22:07,Bangalore,Karnataka,12.9716,77.5946,86,29.6,45.6,67.6,105.9,21.2,15.2,8.5,15.8,10.3
2025-08-25 12:22:07,Bangalore,Karnataka,12.9716,77.5946,66,30.8,40.1,55.1,84.6,18.7,11.1,5.8,11.1,7.9
2025-08-25 13:22:07,Bangalore,Karnataka,12.9716,77.5946,54,30.5,57.7,46.4,70.0,14.9,10.0,7.2,7.2,7.0
2025-08-25 14:22:07,Bangalore,Karnataka,12.9716,77.5946,62,26.0,60.1,43.0,84.1,13.9,13.6,6.9,10.6,6.1
2025-08-25 15:22:07,Bangalore,Karnataka,12.9716,77.5946,33,22.3,66.0,27.1,44.7,9.1,3.9,3.4,5.7,1.6
2025-08-25 16:22:07,Bangalore,Karnataka,12.9716,77.5946,35,20.9,70.4,22.5,28.3,9.7,9.7,5.4,4.7,3.5
2025-08-25 17:22:07,Bangalore,Karnataka,12.9716,77.5946,48,17.6,75.1,33.2,66.9,19.4,7.5,6.2,10.0,5.2
